center_id,dna_sample_id,file,path,read
S2,2_4,G03_S35_CIDNS200509-022_R1_001.fastq.gz,data/s2/reads/raw/G03_S35_CIDNS200509-022_R1_001.fastq.gz,R1
S2,2_4,G03_S35_CIDNS200509-022_R2_001.fastq.gz,data/s2/reads/raw/G03_S35_CIDNS200509-022_R2_001.fastq.gz,R2
S2,10_4,G04_S43_CIDNS200509-022_R1_001.fastq.gz,data/s2/reads/raw/G04_S43_CIDNS200509-022_R1_001.fastq.gz,R1
S2,10_4,G04_S43_CIDNS200509-022_R2_001.fastq.gz,data/s2/reads/raw/G04_S43_CIDNS200509-022_R2_001.fastq.gz,R2
S2,11_2,G05_S51_CIDNS200509-022_R1_001.fastq.gz,data/s2/reads/raw/G05_S51_CIDNS200509-022_R1_001.fastq.gz,R1
S2,11_2,G05_S51_CIDNS200509-022_R2_001.fastq.gz,data/s2/reads/raw/G05_S51_CIDNS200509-022_R2_001.fastq.gz,R2
S2,6_2,G06_S20_CIDNS200518-023_R1_001.fastq.gz,data/s2/reads/raw/G06_S20_CIDNS200518-023_R1_001.fastq.gz,R1
S2,6_2,G06_S20_CIDNS200518-023_R2_001.fastq.gz,data/s2/reads/raw/G06_S20_CIDNS200518-023_R2_001.fastq.gz,R2
S2,2_1,G07_S28_CIDNS200518-023_R1_001.fastq.gz,data/s2/reads/raw/G07_S28_CIDNS200518-023_R1_001.fastq.gz,R1
S2,2_1,G07_S28_CIDNS200518-023_R2_001.fastq.gz,data/s2/reads/raw/G07_S28_CIDNS200518-023_R2_001.fastq.gz,R2
S2,15_4,G08_S36_CIDNS200518-023_R1_001.fastq.gz,data/s2/reads/raw/G08_S36_CIDNS200518-023_R1_001.fastq.gz,R1
S2,15_4,G08_S36_CIDNS200518-023_R2_001.fastq.gz,data/s2/reads/raw/G08_S36_CIDNS200518-023_R2_001.fastq.gz,R2
S2,22_1,G09_S44_CIDNS200518-023_R1_001.fastq.gz,data/s2/reads/raw/G09_S44_CIDNS200518-023_R1_001.fastq.gz,R1
S2,22_1,G09_S44_CIDNS200518-023_R2_001.fastq.gz,data/s2/reads/raw/G09_S44_CIDNS200518-023_R2_001.fastq.gz,R2
S2,21_1,G10_S7_CIDNXS20200524-025_R1_001.fastq.gz,data/s2/reads/raw/G10_S7_CIDNXS20200524-025_R1_001.fastq.gz,R1
S2,21_1,G10_S7_CIDNXS20200524-025_R2_001.fastq.gz,data/s2/reads/raw/G10_S7_CIDNXS20200524-025_R2_001.fastq.gz,R2
S2,11_1,G11_S15_CIDNXS20200524-025_R1_001.fastq.gz,data/s2/reads/raw/G11_S15_CIDNXS20200524-025_R1_001.fastq.gz,R1
S2,11_1,G11_S15_CIDNXS20200524-025_R2_001.fastq.gz,data/s2/reads/raw/G11_S15_CIDNXS20200524-025_R2_001.fastq.gz,R2
S2,7_1,G12_S22_CIDNXS20200524-025_R1_001.fastq.gz,data/s2/reads/raw/G12_S22_CIDNXS20200524-025_R1_001.fastq.gz,R1
S2,7_1,G12_S22_CIDNXS20200524-025_R2_001.fastq.gz,data/s2/reads/raw/G12_S22_CIDNXS20200524-025_R2_001.fastq.gz,R2
S2,26_1,H01_S20_CIDNS200509-022_R1_001.fastq.gz,data/s2/reads/raw/H01_S20_CIDNS200509-022_R1_001.fastq.gz,R1
S2,26_1,H01_S20_CIDNS200509-022_R2_001.fastq.gz,data/s2/reads/raw/H01_S20_CIDNS200509-022_R2_001.fastq.gz,R2
S2,18_2,H02_S28_CIDNS200509-022_R1_001.fastq.gz,data/s2/reads/raw/H02_S28_CIDNS200509-022_R1_001.fastq.gz,R1
S2,18_2,H02_S28_CIDNS200509-022_R2_001.fastq.gz,data/s2/reads/raw/H02_S28_CIDNS200509-022_R2_001.fastq.gz,R2
S2,3_3,H03_S36_CIDNS200509-022_R1_001.fastq.gz,data/s2/reads/raw/H03_S36_CIDNS200509-022_R1_001.fastq.gz,R1
S2,3_3,H03_S36_CIDNS200509-022_R2_001.fastq.gz,data/s2/reads/raw/H03_S36_CIDNS200509-022_R2_001.fastq.gz,R2
S2,22_3,H04_S44_CIDNS200509-022_R1_001.fastq.gz,data/s2/reads/raw/H04_S44_CIDNS200509-022_R1_001.fastq.gz,R1
S2,22_3,H04_S44_CIDNS200509-022_R2_001.fastq.gz,data/s2/reads/raw/H04_S44_CIDNS200509-022_R2_001.fastq.gz,R2
S2,8_3,H05_S52_CIDNS200509-022_R1_001.fastq.gz,data/s2/reads/raw/H05_S52_CIDNS200509-022_R1_001.fastq.gz,R1
S2,8_3,H05_S52_CIDNS200509-022_R2_001.fastq.gz,data/s2/reads/raw/H05_S52_CIDNS200509-022_R2_001.fastq.gz,R2
S2,20_4,H06_S21_CIDNS200518-023_R1_001.fastq.gz,data/s2/reads/raw/H06_S21_CIDNS200518-023_R1_001.fastq.gz,R1
S2,20_4,H06_S21_CIDNS200518-023_R2_001.fastq.gz,data/s2/reads/raw/H06_S21_CIDNS200518-023_R2_001.fastq.gz,R2
S2,23_4,H07_S29_CIDNS200518-023_R1_001.fastq.gz,data/s2/reads/raw/H07_S29_CIDNS200518-023_R1_001.fastq.gz,R1
S2,23_4,H07_S29_CIDNS200518-023_R2_001.fastq.gz,data/s2/reads/raw/H07_S29_CIDNS200518-023_R2_001.fastq.gz,R2
S2,8_4,H08_S37_CIDNS200518-023_R1_001.fastq.gz,data/s2/reads/raw/H08_S37_CIDNS200518-023_R1_001.fastq.gz,R1
S2,8_4,H08_S37_CIDNS200518-023_R2_001.fastq.gz,data/s2/reads/raw/H08_S37_CIDNS200518-023_R2_001.fastq.gz,R2
S2,23_3,H09_S45_CIDNS200518-023_R1_001.fastq.gz,data/s2/reads/raw/H09_S45_CIDNS200518-023_R1_001.fastq.gz,R1
S2,23_3,H09_S45_CIDNS200518-023_R2_001.fastq.gz,data/s2/reads/raw/H09_S45_CIDNS200518-023_R2_001.fastq.gz,R2
S2,20_3,H10_S8_CIDNXS20200524-025_R1_001.fastq.gz,data/s2/reads/raw/H10_S8_CIDNXS20200524-025_R1_001.fastq.gz,R1
S2,20_3,H10_S8_CIDNXS20200524-025_R2_001.fastq.gz,data/s2/reads/raw/H10_S8_CIDNXS20200524-025_R2_001.fastq.gz,R2
